Region;Dinarides
Country;Bosnia and Herzegovina
#;1
Spring Name/Station Name;Vrelo Bosne
Literature;
Lat;43.827
Lon;18.271
Elev (m);497
Recharge Area (km2);
Start Date;1.01.2007
End Date;31.12.2019
Resolution;Daily
Data Source;HIDROLOŠKI GODIŠNJAK, https://www.fhmzbih.gov.ba/latinica/HIDRO/godisnjaci.php#
Data License;Open data for scientific purposes
Contact For License;Bosnian Federal Hydrometeorology Service
Spring ID;DIN_01_BA
Date;Discharge m^3/s
25.11.2009;1.99
26.11.2009;1.92
27.11.2009;1.89
28.11.2009;1.86
29.11.2009;2.46
30.11.2009;2.42
1.12.2009;3.84
2.12.2009;8.87
3.12.2009;9.04
4.12.2009;8.23
5.12.2009;7.26
6.12.2009;5.82
7.12.2009;4.48
8.12.2009;3.68
9.12.2009;4.16
10.12.2009;5.11
11.12.2009;4.75
12.12.2009;4.3
13.12.2009;3.78
14.12.2009;3.19
15.12.2009;2.97
16.12.2009;2.79
17.12.2009;2.58
18.12.2009;2.38
19.12.2009;2.23
20.12.2009;2.12
21.12.2009;1.92
22.12.2009;1.87
23.12.2009;4.84
24.12.2009;13.7
25.12.2009;17.2
26.12.2009;18.9
27.12.2009;19.1
28.12.2009;18.4
29.12.2009;17.1
30.12.2009;15.7
31.12.2009;14.8
1.01.2010;15.5
2.01.2010;17.4
3.01.2010;17.3
4.01.2010;16.1
5.01.2010;15
6.01.2010;17.6
7.01.2010;20.3
8.01.2010;20
9.01.2010;20.6
10.01.2010;21.6
11.01.2010;20.6
12.01.2010;19.5
13.01.2010;18.4
14.01.2010;17.1
15.01.2010;15.8
16.01.2010;14.4
17.01.2010;12.8
18.01.2010;11.5
19.01.2010;10.5
20.01.2010;9.61
21.01.2010;8.81
22.01.2010;8.14
23.01.2010;7.49
24.01.2010;6.93
25.01.2010;6.44
26.01.2010;5.99
27.01.2010;5.75
28.01.2010;5.59
29.01.2010;5.46
30.01.2010;5.13
31.01.2010;5.08
1.02.2010;4.8
2.02.2010;4.46
3.02.2010;4.17
4.02.2010;3.98
5.02.2010;3.79
6.02.2010;3.81
7.02.2010;3.92
8.02.2010;3.77
9.02.2010;3.66
10.02.2010;3.57
11.02.2010;3.65
12.02.2010;3.53
13.02.2010;3.56
14.02.2010;3.39
15.02.2010;3.36
16.02.2010;3.26
17.02.2010;3.23
18.02.2010;4.07
19.02.2010;7.95
20.02.2010;14
21.02.2010;18.1
22.02.2010;17.2
23.02.2010;15.6
24.02.2010;14.3
25.02.2010;13.6
26.02.2010;12.9
27.02.2010;12
28.02.2010;11.1
1.03.2010;10.1
2.03.2010;9.52
3.03.2010;9.26
4.03.2010;8.88
5.03.2010;8.25
6.03.2010;7.33
7.03.2010;6.66
8.03.2010;6.04
